S/N,STATE,LGA,REGISTRATION AREA,POLLING UNIT,DELIMITATION,TOTAL
1103,JIGAWA,DUTSE,KUDAI,KUDAI GIDAN M SHEHU PRI. SCH. II,17-06-08-004,884
1104,JIGAWA,DUTSE,KUDAI,JABEWA PRI. SCH.,17-06-08-005,415
1105,JIGAWA,DUTSE,KUDAI,KULUSA PRI. SCH,17-06-08-006,519
1106,JIGAWA,DUTSE,KUDAI,KUDAI GABAS PRI. SCH.  I,17-06-08-007,950
1107,JIGAWA,DUTSE,KUDAI,KUDAI GABAS PRI. SCH.  II,17-06-08-008,970
1108,JIGAWA,DUTSE,KUDAI,KUDAI YAMMA PRI. SCH. III,17-06-08-009,775
1109,JIGAWA,DUTSE,KUDAI,KUDAI ZANGON BARE BARI PRI. SCH.,17-06-08-010,669
1110,JIGAWA,DUTSE,KUDAI,MALAMAWA GARI PRI. SCH.,17-06-08-011,496
1111,JIGAWA,DUTSE,KUDAI,MALAMAWA YAMMA PRI. SCH.,17-06-08-012,769
1112,JIGAWA,DUTSE,KUDAI,RURU GARI PRI. SCH.,17-06-08-013,781
1113,JIGAWA,DUTSE,KUDAI,SABULARI,17-06-08-014,834
1114,JIGAWA,DUTSE,KUDAI,TUDUN WADA,17-06-08-015,503
1115,JIGAWA,DUTSE,KUDAI,RURU UN/GALADIMA,17-06-08-016,545
1116,JIGAWA,DUTSE,KUDAI,RURU UN/MADAKI,17-06-08-017,653
1117,JIGAWA,DUTSE,KUDAI,KUDAI YAMMA,17-06-08-018,717
1118,JIGAWA,DUTSE,KUDAI,YALWA PRI. SCH.,17-06-08-019,750
1119,JIGAWA,DUTSE,KUDAI,KUDAI GIDAN MALAM SHEHU PRI SCH III,17-06-08-020,158
1120,JIGAWA,DUTSE,KUDAI,BARDE RABE GARI,17-06-08-021,201
1121,JIGAWA,DUTSE,KUDAI,"UBEC SCH KUDE KOFAR FADA,",17-06-08-022,136
1122,JIGAWA,DUTSE,KUDAI,"SABALARI ISILAMIYYA PRI SCH,",17-06-08-023,76
1123,JIGAWA,DUTSE,KUDAI,"YALWA DISPENSARY,",17-06-08-024,410
1124,JIGAWA,DUTSE,LIMAWA,BARANDAU PRI. SCH.,17-06-09-001,627
1125,JIGAWA,DUTSE,LIMAWA,BUKKA/GANDU,17-06-09-002,522
1126,JIGAWA,DUTSE,LIMAWA,GALADANCI PRI. SCH.,17-06-09-003,920
1127,JIGAWA,DUTSE,LIMAWA,GALAMAWA PRI. SCH.,17-06-09-004,750
1128,JIGAWA,DUTSE,LIMAWA,GANDU,17-06-09-005,562
1129,JIGAWA,DUTSE,LIMAWA,GARU AREWA PRI. SCH,17-06-09-006,1306
1130,JIGAWA,DUTSE,LIMAWA,GARU KUDU PRI. SCH.,17-06-09-007,734
1131,JIGAWA,DUTSE,LIMAWA,GONGO,17-06-09-008,915
1132,JIGAWA,DUTSE,LIMAWA,GWAN GWAR,17-06-09-009,307
1133,JIGAWA,DUTSE,LIMAWA,GWARI,17-06-09-010,928
1134,JIGAWA,DUTSE,LIMAWA,KATANGARE,17-06-09-011,1083
1135,JIGAWA,DUTSE,LIMAWA,KUKA UKU,17-06-09-012,467
1136,JIGAWA,DUTSE,LIMAWA,LIMAWA PRI. SCH,17-06-09-013,1015
1137,JIGAWA,DUTSE,LIMAWA,LIMAWA BAURE,17-06-09-014,877
1138,JIGAWA,DUTSE,LIMAWA,MA'AI KETERE PRI. SCH.,17-06-09-015,750
1139,JIGAWA,DUTSE,LIMAWA,SABON GARIN JABALAWA,17-06-09-016,463
1140,JIGAWA,DUTSE,LIMAWA,YINA MAZARE PRI. SCH,17-06-09-017,718
1141,JIGAWA,DUTSE,LIMAWA,SINDI GIDAN KOFA  PRI. SCH.,17-06-09-018,627
1142,JIGAWA,DUTSE,LIMAWA,SINDI,17-06-09-019,705
1143,JIGAWA,DUTSE,LIMAWA,"GALADANCHI ISILAMIYA PRI SCH,",17-06-09-020,750
1144,JIGAWA,DUTSE,LIMAWA,"DUTSE STADIUM,",17-06-09-021,286
1145,JIGAWA,DUTSE,LIMAWA,"GOVT JUNIOR SEC SCH GALAMAWA,",17-06-09-022,458
1146,JIGAWA,DUTSE,LIMAWA,"GARU AREWA PRI SCH LL,",17-06-09-023,170
1147,JIGAWA,DUTSE,LIMAWA,"FARIN DUTSE PRI SCH,",17-06-09-024,209
1148,JIGAWA,DUTSE,LIMAWA,GWARI DURIYA OPEN SPACE,17-06-09-025,248
1149,JIGAWA,DUTSE,LIMAWA,"TSOHUWAR MARANJUWA ISLAMIYYA PRI SCH,",17-06-09-026,280
1150,JIGAWA,DUTSE,LIMAWA,"GOVT JUNIOR SEC SCH LIMAWA,",17-06-09-027,750
1151,JIGAWA,DUTSE,LIMAWA,"LIMAWA ISILAMIYA PRI SCH,",17-06-09-028,163
1152,JIGAWA,DUTSE,LIMAWA,LIMAWA DISPENSARY,17-06-09-029,264
1153,JIGAWA,DUTSE,LIMAWA,KETARE PRIMARY SCHOOL,17-06-09-030,421
1154,JIGAWA,DUTSE,MADOBI,BARANDA PRI. SCH.,17-06-10-001,771
1155,JIGAWA,DUTSE,MADOBI,DUBENI,17-06-10-002,374
1156,JIGAWA,DUTSE,MADOBI,HAMMAYAYI  I,17-06-10-003,732
1157,JIGAWA,DUTSE,MADOBI,HAMMAYAYI  II,17-06-10-004,630
1158,JIGAWA,DUTSE,MADOBI,JANGARA,17-06-10-005,905
1159,JIGAWA,DUTSE,MADOBI,JIGAWAR DOLE,17-06-10-006,320
1160,JIGAWA,DUTSE,MADOBI,KARGO,17-06-10-007,750
1161,JIGAWA,DUTSE,MADOBI,KAFIN JIBA,17-06-10-008,712
1162,JIGAWA,DUTSE,MADOBI,KATANGAR LAFIYA PRI. SCH,17-06-10-009,600
1163,JIGAWA,DUTSE,MADOBI,KUHO PRI. SCH,17-06-10-010,2160
1164,JIGAWA,DUTSE,MADOBI,KWADIYA,17-06-10-011,750
1165,JIGAWA,DUTSE,MADOBI,KWAIMAWA  PRI. SCH.,17-06-10-012,750
1166,JIGAWA,DUTSE,MADOBI,MADOBI GABAS PRI. SCH.,17-06-10-013,1128
1167,JIGAWA,DUTSE,MADOBI,MADOBI YAMMA PRI. SCH.,17-06-10-014,897
1168,JIGAWA,DUTSE,MADOBI,SABON GARIN HARA,17-06-10-015,563
1169,JIGAWA,DUTSE,MADOBI,SHARI FAI,17-06-10-016,1120
1170,JIGAWA,DUTSE,MADOBI,SUMORE PRI. SCH.,17-06-10-017,585
1171,JIGAWA,DUTSE,MADOBI,BARANDA YAMMA,17-06-10-018,602
1172,JIGAWA,DUTSE,MADOBI,KWAIMAWA,17-06-10-019,837
1173,JIGAWA,DUTSE,MADOBI,DILAKE PRI SCHOOL,17-06-10-020,153
1174,JIGAWA,DUTSE,MADOBI,KARGO PRI. SCHOOL,17-06-10-021,431
1175,JIGAWA,DUTSE,MADOBI,KUHO PRI. SCHOOL II,17-06-10-022,252
1176,JIGAWA,DUTSE,MADOBI,INUWA DUTSE PRI. SCHOOL,17-06-10-023,138
1177,JIGAWA,DUTSE,MADOBI,MOBILE BASE PRI SCHOOL,17-06-10-024,515
1178,JIGAWA,DUTSE,MADOBI,KWAIMAWA PRI. SCHOOL II,17-06-10-025,421
1179,JIGAWA,DUTSE,MADOBI,MADOBI GABAS OPEN SPACE,17-06-10-026,102
1180,JIGAWA,DUTSE,MADOBI,MADOBI YAMMA SEC. SCHOOL,17-06-10-027,77
1181,JIGAWA,DUTSE,MADOBI,KAWAYE PRI SCH,17-06-10-028,74
1182,JIGAWA,DUTSE,MADOBI,KWAIMAWA CIKIN GARI,17-06-10-029,107
1183,JIGAWA,DUTSE,SAKWAYA,BASHURI,17-06-11-001,521
1184,JIGAWA,DUTSE,SAKWAYA,BISKIN,17-06-11-002,592
1185,JIGAWA,DUTSE,SAKWAYA,GADARAWA,17-06-11-003,886
1186,JIGAWA,DUTSE,SAKWAYA,GANDU PRI. SCH,17-06-11-004,772
1187,JIGAWA,DUTSE,SAKWAYA,GAWO,17-06-11-005,506
1188,JIGAWA,DUTSE,SAKWAYA,JIDAWA GARI PRI. SCH. I,17-06-11-006,504
1189,JIGAWA,DUTSE,SAKWAYA,JIDAWA GARI PRI. SCH.  II,17-06-11-007,268
1190,JIGAWA,DUTSE,SAKWAYA,KARAWA,17-06-11-008,174
1191,JIGAWA,DUTSE,SAKWAYA,LARABAWA,17-06-11-009,504
1192,JIGAWA,DUTSE,SAKWAYA,NASO,17-06-11-010,359
1193,JIGAWA,DUTSE,SAKWAYA,RIMI,17-06-11-011,621
1194,JIGAWA,DUTSE,SAKWAYA,ROTUMO,17-06-11-012,433
1195,JIGAWA,DUTSE,SAKWAYA,SABON GARI,17-06-11-013,743
1196,JIGAWA,DUTSE,SAKWAYA,SAKWAYA GARI PRI. SCH,17-06-11-014,789
1197,JIGAWA,DUTSE,SAKWAYA,SAKWAYAYAL,17-06-11-015,462
1198,JIGAWA,DUTSE,SAKWAYA,SARARAI PRI. SCH.,17-06-11-016,402
1199,JIGAWA,DUTSE,SAKWAYA,SAYA-SAYA PRI. SCH.,17-06-11-017,174
1200,JIGAWA,DUTSE,SAKWAYA,TISA PRI. SCH.,17-06-11-018,594
1201,JIGAWA,DUTSE,SAKWAYA,WARWADE AREWA PRI. SCH.,17-06-11-019,661
1202,JIGAWA,DUTSE,SAKWAYA,WARWADE KUDU PRI. SCH.,17-06-11-020,455
1203,JIGAWA,DUTSE,SAKWAYA,ZOBIYA PRI. SCH.,17-06-11-021,734
1204,JIGAWA,DUTSE,SAKWAYA,GAWO,17-06-11-022,470
1205,JIGAWA,DUTSE,SAKWAYA,GADARAWA PRI. SCH.,17-06-11-023,68
1206,JIGAWA,GARKI,BUDURU,BUDURU PRI. SCH.BUDURU,17-07-01-001,686
1207,JIGAWA,GARKI,BUDURU,GURARRAJI PRI. SCH. GURARRAJI,17-07-01-002,538
1208,JIGAWA,GARKI,BUDURU,MAIWANDO PRI. SCH. MAIWANDO,17-07-01-003,564
1209,JIGAWA,GARKI,BUDURU,MAIGAGGAFA PRI. SCH. MAIGAGGAFA,17-07-01-004,518
1210,JIGAWA,GARKI,BUDURU,POLLING SHEAD D/KUKA-DOGUWAR KUKA,17-07-01-005,626
1211,JIGAWA,GARKI,BUDURU,POLLING SHEAD KOYOMA- KOYOMA,17-07-01-006,477
1212,JIGAWA,GARKI,BUDURU,POLLING SHADE AT JAFTAWA,17-07-01-007,602
1213,JIGAWA,GARKI,DOKO,DOKO PRI. SCH -DOKO/ZANGO  I,17-07-02-001,750
1214,JIGAWA,GARKI,DOKO,DOKO PRI. SCH -DOKO/ZANGO  II,17-07-02-002,750
1215,JIGAWA,GARKI,DOKO,BALALASHE PRI. SCH.  BALALASHE,17-07-02-003,416
1216,JIGAWA,GARKI,DOKO,POLLING SHEAD -  TSALLE,17-07-02-004,796
1217,JIGAWA,GARKI,DOKO,POLLING SHEAD  YARKURESHE,17-07-02-005,531
1218,JIGAWA,GARKI,DOKO,YARBAREWA PRI. SCH.YARBAREWA,17-07-02-006,473
1219,JIGAWA,GARKI,DOKO,DAKACE PRI. SCH.   DAKACE,17-07-02-007,613
1220,JIGAWA,GARKI,DOKO,KABAWA PRI. SCH. KABAWA,17-07-02-008,710
1221,JIGAWA,GARKI,DOKO,KITA PRI. SCH   KITA,17-07-02-009,928
1222,JIGAWA,GARKI,DOKO,GANGARA PRI. SCH  GANGARA,17-07-02-010,450
1223,JIGAWA,GARKI,DOKO,DUNKUMA PRI. SCH -  DUNKUMA,17-07-02-011,316
1224,JIGAWA,GARKI,DOKO,ASAYAYA PRI. SCH  -  ASAYAYA,17-07-02-012,376
1225,JIGAWA,GARKI,DOKO,MALAMAWA PRI. SCH.  - MALAMAWA,17-07-02-013,307
1226,JIGAWA,GARKI,DOKO,MATSARI PRI. SCH.  -  MATSARI,17-07-02-014,554
1227,JIGAWA,GARKI,DOKO,JOGANAI PRI. SCH. JOGANAI,17-07-02-015,209
1228,JIGAWA,GARKI,DOKO,JARIMAWA POLLING SHADE,17-07-02-016,432
1229,JIGAWA,GARKI,DOKO,DOKO /ZANGO PS I JSS DOKO,17-07-02-017,533
1230,JIGAWA,GARKI,DOKO,SSS DOKO,17-07-02-018,449
1231,JIGAWA,GARKI,DOKO,JSS KITA,17-07-02-019,68
1232,JIGAWA,GARKI,DOKO,POOLING SHEDE TSALLE KOGURAM SABUWA PS,17-07-02-020,298
1233,JIGAWA,GARKI,GARKI,GARKI PRI. SCH./GARKI GABAS,17-07-03-001,984
1234,JIGAWA,GARKI,GARKI,GARKI PRI. SCH./GARKI YAMMA,17-07-03-002,1162
1235,JIGAWA,GARKI,GARKI,GARKI PRI. SCH./GARKI KUDU,17-07-03-003,1131
1236,JIGAWA,GARKI,GARKI,GARKI PRI. SCH./GARK AREWA,17-07-03-004,946
1237,JIGAWA,GARKI,GARKI,KWANA PRI. SCH/KWANAR GARKI,17-07-03-005,750
1238,JIGAWA,GARKI,GARKI,FANKAMI PRI. SCH./ FANKAMI,17-07-03-006,617
1239,JIGAWA,GARKI,GARKI,POLLING SHEAD/GADEBAGO,17-07-03-007,695
1240,JIGAWA,GARKI,GARKI,JAYA PRI. SCH./JAYA,17-07-03-008,750
1241,JIGAWA,GARKI,GARKI,POLLING SHEAD/GWADAYAWA,17-07-03-009,513
1242,JIGAWA,GARKI,GARKI,POLLING SHEAD - DAKAU,17-07-03-010,699
1243,JIGAWA,GARKI,GARKI,G.A.S.S. GARKI,17-07-03-011,750
1244,JIGAWA,GARKI,GARKI,YANFURE PS,17-07-03-012,54
1245,JIGAWA,GARKI,GARKI,ISLAMIYA PS,17-07-03-013,72
1246,JIGAWA,GARKI,GARKI,VETERINARY HOSPITAL,17-07-03-014,750
1247,JIGAWA,GARKI,GARKI,PUMP HOUSE P.S.,17-07-03-015,750
1248,JIGAWA,GARKI,GARKI,J.A.S.S. GARKI,17-07-03-016,95
1249,JIGAWA,GARKI,GARKI,MODEL PS,17-07-03-017,72
1250,JIGAWA,GARKI,GARKI,JSS GARKI,17-07-03-018,750
1251,JIGAWA,GARKI,GARKI,KWANAR GARKI PS,17-07-03-019,539
1252,JIGAWA,GARKI,GARKI,JAYA PUMP HOUSE,17-07-03-020,377
1253,JIGAWA,GARKI,GWARZON GARKI,GWARZO PRI. SCH. GWARZO,17-07-04-001,750
1254,JIGAWA,GARKI,GWARZON GARKI,UNGUWAR TUDU PRI. SCH. UNGUWAR TUDU,17-07-04-002,296
1255,JIGAWA,GARKI,GWARZON GARKI,CHAKINAWA,17-07-04-003,589
1256,JIGAWA,GARKI,GWARZON GARKI,POLLING SHEAD -  KWANARYA,17-07-04-004,177
1257,JIGAWA,GARKI,GWARZON GARKI,MAHUTA PRI. SCH.  -  MAHUTA,17-07-04-005,908
1258,JIGAWA,GARKI,GWARZON GARKI,KUDUDDUFAWA PRI. SCH  - KUDUDDUFAWA,17-07-04-006,596
1259,JIGAWA,GARKI,GWARZON GARKI,BARNAWA PRI. SCH.  -  BARNAWA,17-07-04-007,533
1260,JIGAWA,GARKI,GWARZON GARKI,DORAI PRI. SCH  -  DORAI,17-07-04-008,535
1261,JIGAWA,GARKI,GWARZON GARKI,KARANGI PRI. SCH.  -  KARANGI,17-07-04-009,409
1262,JIGAWA,GARKI,GWARZON GARKI,LAUTAI PRI. SCH.  -  LAUTAI,17-07-04-010,569
1263,JIGAWA,GARKI,GWARZON GARKI,MASARE PRI. SCH.  -  MASARE,17-07-04-011,457
1264,JIGAWA,GARKI,GWARZON GARKI,ZAIDAWA PRI. SCH.  -  ZAIDAWA,17-07-04-012,824
1265,JIGAWA,GARKI,GWARZON GARKI,POLLING SHEAD  -  TONA,17-07-04-013,250
1266,JIGAWA,GARKI,GWARZON GARKI,POLLING SHEAD  -  MAKERA,17-07-04-014,428
1267,JIGAWA,GARKI,GWARZON GARKI,POLLING SHADE-ZAKOKI,17-07-04-015,489
1268,JIGAWA,GARKI,GWARZON GARKI,ZAIDEWA PS I,17-07-04-016,147
1269,JIGAWA,GARKI,GWARZON GARKI,MALAMAWA PS,17-07-04-017,177
1270,JIGAWA,GARKI,GWARZON GARKI,GWARZON GARKI PS,17-07-04-018,357
1271,JIGAWA,GARKI,JIRIMA,JIRIMA PRI. SCH/JIRIMA,17-07-05-001,654
1272,JIGAWA,GARKI,JIRIMA,SABON GARI PRI. SCH - SABON GARI,17-07-05-002,402
1273,JIGAWA,GARKI,JIRIMA,TAFIN BOYI PRI. SCH.  - TAFIN BOYI,17-07-05-003,375
1274,JIGAWA,GARKI,JIRIMA,MAKAURATA PRI. SCH. - MAKAURATA,17-07-05-004,284
1275,JIGAWA,GARKI,JIRIMA,BARNAWA PRI. SCH. - BARNAWA,17-07-05-005,543
1276,JIGAWA,GARKI,JIRIMA,DANKARGO PRI. SCH.  -  DANKARGO,17-07-05-006,373
1277,JIGAWA,GARKI,JIRIMA,SUGUNGUN PRI. SCH - SUGUNGUN I,17-07-05-007,763
1278,JIGAWA,GARKI,JIRIMA,SUGUNGUN PRI. SCH - SUGUNGUN II,17-07-05-008,850
1279,JIGAWA,GARKI,JIRIMA,KASHIN GANJI PRI. SCH - KASHIN GANJI,17-07-05-009,872
1280,JIGAWA,GARKI,JIRIMA,POLLING SHEAD  -  UNGUWAR GAYYA,17-07-05-010,457
1281,JIGAWA,GARKI,JIRIMA,POLLING SHEAD  -  GARIN DIGAWA,17-07-05-011,290
1282,JIGAWA,GARKI,JIRIMA,POLLING SHEAD  -  BATA-KASHI,17-07-05-012,277
1283,JIGAWA,GARKI,JIRIMA,POLLING SHEAD  - GALMA,17-07-05-013,456
1284,JIGAWA,GARKI,JIRIMA,JSS SUGUNGUN,17-07-05-014,49
1285,JIGAWA,GARKI,JIRIMA,GSS SUGUNGUN,17-07-05-015,64
1286,JIGAWA,GARKI,JIRIMA,KASHIN GANJI PS,17-07-05-016,57
1287,JIGAWA,GARKI,KANYA,KANYA PRI. SCH - KANYA  I,17-07-06-001,712
1288,JIGAWA,GARKI,KANYA,KANYA PRI. SCH - KANYA  II,17-07-06-002,597
1289,JIGAWA,GARKI,KANYA,UNGUWAR GANJI PRI. SCH. - UNG.GANJI  I,17-07-06-003,361
1290,JIGAWA,GARKI,KANYA,UNGUWAR GANJI PRI. SCH. - UNG. GANJI  II,17-07-06-004,416
1291,JIGAWA,GARKI,KANYA,POLLING SHEAD - UNGUWAR SAIDU,17-07-06-005,357
1292,JIGAWA,GARKI,KANYA,POLLING SHEAD - GWALLAWA,17-07-06-006,392
1293,JIGAWA,GARKI,KANYA,POLLING SHEAD - KIRYA,17-07-06-007,172
1294,JIGAWA,GARKI,KANYA,DAKI-DAKA PRI. SCH - DAKI-DAKA,17-07-06-008,802
1295,JIGAWA,GARKI,KANYA,MAKANGAWA PRI.- MAKANGAWA,17-07-06-009,844
1296,JIGAWA,GARKI,KANYA,POLLING SHADE - KWADAGEN DAKAROFI,17-07-06-010,610
1297,JIGAWA,GARKI,KANYA,DAKI DAKA PS II,17-07-06-011,61
1298,JIGAWA,GARKI,KANYA,MAKANGAWA PS,17-07-06-012,57
1299,JIGAWA,GARKI,KARGO,KARGO PRI. SCH. /KARGO  I,17-07-07-001,961
1300,JIGAWA,GARKI,KARGO,KARGO PRI. SCH. /KARGO  II,17-07-07-002,957
1301,JIGAWA,GARKI,KARGO,UNG. BAKO PRI. SCH./ UNGUWAR BAKO,17-07-07-003,904
1302,JIGAWA,GARKI,KARGO,NASAKAR PRI. SCH./NASAKAR,17-07-07-004,850
1303,JIGAWA,GARKI,KARGO,DUNKUMI PRI. SCH/DUNKAUMI,17-07-07-005,613
1304,JIGAWA,GARKI,KARGO,GIDAN DOGO PRI. SCH./GIDAN DOGO,17-07-07-006,365
1305,JIGAWA,GARKI,KARGO,GALADIMAWA PRI.SCH/GALADIMAWA,17-07-07-007,439
1306,JIGAWA,GARKI,KARGO,TANKARI PRI. SCH/TANKARI,17-07-07-008,990
1307,JIGAWA,GARKI,KARGO,KAYA PRI. SCH/KAYA  I,17-07-07-009,722
1308,JIGAWA,GARKI,KARGO,KAYA PRI. SCH/KAYA  II,17-07-07-010,673
1309,JIGAWA,GARKI,KARGO,KOGURAN PRI. SCH./KOGURAN,17-07-07-011,396
1310,JIGAWA,GARKI,KARGO,MASHEME PRI. SCH/MASHEME,17-07-07-012,707
1311,JIGAWA,GARKI,KARGO,POLLING SHADE - DUHUWAR DINYA,17-07-07-013,285
1312,JIGAWA,GARKI,KARGO,GIYAYYA NOMADIC PS,17-07-07-014,53
1313,JIGAWA,GARKI,KARGO,NASAKAR PS,17-07-07-015,61
1314,JIGAWA,GARKI,KARGO,KARGO JSS,17-07-07-016,750
1315,JIGAWA,GARKI,KARGO,SSS KARGO,17-07-07-017,87
1316,JIGAWA,GARKI,KARGO,PHC KARGO,17-07-07-018,50
1317,JIGAWA,GARKI,KARGO,UNG BAKO PS PHC  UNG BAKO,17-07-07-019,85
1318,JIGAWA,GARKI,KORE,KORE PRI. SCH./KORE  I,17-07-08-001,899
1319,JIGAWA,GARKI,KORE,KORE PRI. SCH./KORE  II,17-07-08-002,750
1320,JIGAWA,GARKI,KORE,POLLING SHEAD AT MAHONI/MAHONI,17-07-08-003,471
1321,JIGAWA,GARKI,KORE,GAYAWA PRI. SCH/GAYAWA,17-07-08-004,543
1322,JIGAWA,GARKI,KORE,GUBRAI PRI. SCH./GUBRAI,17-07-08-005,586
1323,JIGAWA,GARKI,KORE,MAIZAURE PRI. SCH/MAIZAURE,17-07-08-006,388
1324,JIGAWA,GARKI,KORE,FAGEN GAWO PRI. SCH/FAGEN GAWO,17-07-08-007,750
1325,JIGAWA,GARKI,KORE,TAGWAYE FAGE PRI. SCH/TAGWAYEN FAGE,17-07-08-008,838
1326,JIGAWA,GARKI,KORE,KATURJE PRI. SCH/KATURJE,17-07-08-009,311
1327,JIGAWA,GARKI,KORE,POLLING SHADE - MALAMAWAR BATAKASHI,17-07-08-010,272
1328,JIGAWA,GARKI,KORE,GSS FAGEN GAWO,17-07-08-011,439
1329,JIGAWA,GARKI,KORE,JSS KORE,17-07-08-012,750
1330,JIGAWA,GARKI,KORE,SSS KORE,17-07-08-013,439
1331,JIGAWA,GARKI,KORE,KORE ISLAMIYYA,17-07-08-014,79
1332,JIGAWA,GARKI,MUKU,MUKU PRI. SCH/MUKU  I,17-07-09-001,750
1333,JIGAWA,GARKI,MUKU,MUKU PRI. SCH/MUKU II,17-07-09-002,1178
1334,JIGAWA,GARKI,MUKU,KIRYA PRI. SCH/KIRYA,17-07-09-003,362
1335,JIGAWA,GARKI,MUKU,KEKAU PRI. SCH./KEKAU,17-07-09-004,679
1336,JIGAWA,GARKI,MUKU,KUNDASHE PRI. SCH. KUNDASHE,17-07-09-005,177
1337,JIGAWA,GARKI,MUKU,BABANDE PRI. SCH./BABANDE,17-07-09-006,568
1338,JIGAWA,GARKI,MUKU,POLLING SHEAD AT BUTA/BUTA BACCA,17-07-09-007,326
1339,JIGAWA,GARKI,MUKU,AJURA PRI. SCH./AJURA,17-07-09-008,568
1340,JIGAWA,GARKI,MUKU,DANMAIGARI PRI. SCH./DANMAIGARI,17-07-09-009,460
1341,JIGAWA,GARKI,MUKU,NABANAWA PRI. SCH./NABANAWA,17-07-09-010,782
1342,JIGAWA,GARKI,MUKU,GANGA PRI. SCH./GANGA,17-07-09-011,492
1343,JIGAWA,GARKI,MUKU,GIDAN DUNU PRI. SCH./GIDAN DUNU,17-07-09-012,245
1344,JIGAWA,GARKI,MUKU,ADUWA PRI.SCH/ADUWA,17-07-09-013,542
1345,JIGAWA,GARKI,MUKU,TUYA PRI. SCH./TUYA,17-07-09-014,202
1346,JIGAWA,GARKI,MUKU,KYASARI PRI.SCH/KYASARI,17-07-09-015,361
1347,JIGAWA,GARKI,MUKU,POLLING SHADE - DANDIBILO,17-07-09-016,360
1348,JIGAWA,GARKI,MUKU,MUKU PS III,17-07-09-017,52
1349,JIGAWA,GARKI,MUKU,MUKU PS IV,17-07-09-018,57
1350,JIGAWA,GARKI,MUKU,JSS MUKU,17-07-09-019,750
1351,JIGAWA,GARKI,RAFIN MARKE,RAFIN MARKE PRI. SCH./RAFIN MARKE,17-07-10-001,750
1352,JIGAWA,GARKI,RAFIN MARKE,KUKAR MIKIYA PRI. SCH./KUKAR MIKIYA,17-07-10-002,581
1353,JIGAWA,GARKI,RAFIN MARKE,DANBARAGE PRI. SCH./DANBARAGE  I,17-07-10-003,629
1354,JIGAWA,GARKI,RAFIN MARKE,DANBARAGE PRI. SCH./DANBARAGE  II,17-07-10-004,705
1355,JIGAWA,GARKI,RAFIN MARKE,DUNGUZU PRI. SCH./DUNGUZU,17-07-10-005,360
1356,JIGAWA,GARKI,RAFIN MARKE,JANGARI PRI. SCH./JANGARI,17-07-10-006,715
1357,JIGAWA,GARKI,RAFIN MARKE,DANBAKO PRI. SCH./DANBAKO,17-07-10-007,609
1358,JIGAWA,GARKI,RAFIN MARKE,TAGWAYE PRI. SCH./TAGWAYE,17-07-10-008,602
1359,JIGAWA,GARKI,RAFIN MARKE,FADI KABARI/FADI KABARI,17-07-10-009,342
1360,JIGAWA,GARKI,RAFIN MARKE,WAUTAR JA'E/WAUTAR JA'E,17-07-10-010,410
1361,JIGAWA,GARKI,RAFIN MARKE,UFALA FULANI POLLING HEAD AT U/FULANI,17-07-10-011,361
1362,JIGAWA,GARKI,RAFIN MARKE,PHC RAFIN MARKE,17-07-10-012,546
1363,JIGAWA,GARKI,SIYORI,SIYORI PRI. SCH./SIYORI  I,17-07-11-001,838
1364,JIGAWA,GARKI,SIYORI,SIYORI PRI. SCH./SIYORI  II,17-07-11-002,545
1365,JIGAWA,GARKI,SIYORI,MAIGATARI PRI. SCH./MAIGATARI,17-07-11-003,629
1366,JIGAWA,GARKI,SIYORI,GIDAN GASHI PRI. SCH./GIDAN GASHI,17-07-11-004,530
1367,JIGAWA,GARKI,SIYORI,GIDAN BAKI PRI. SCH./GIDAN BAKI,17-07-11-005,400
1368,JIGAWA,GARKI,SIYORI,GIDAN MAZA PRI. SCH./GIDAN MAZA  I,17-07-11-006,766
1369,JIGAWA,GARKI,SIYORI,GIDAN MAZA PRI. SCH./GIDAN MAZA  II,17-07-11-007,661
1370,JIGAWA,GARKI,SIYORI,UNBONO PRI. SCH/UNBONO  I,17-07-11-008,663
1371,JIGAWA,GARKI,SIYORI,UNBONO PRI. SCH/UNBONO  II,17-07-11-009,836
1372,JIGAWA,GARKI,SIYORI,BATAKASHI/BATA KASHI,17-07-11-010,314
1373,JIGAWA,GARKI,SIYORI,G/MALAMAI /G / MALAMAI,17-07-11-011,332
1374,JIGAWA,GARKI,SIYORI,POLLING SHADE - RUBUNJI,17-07-11-012,191
1375,JIGAWA,GARKI,SIYORI,JSS SIYORI,17-07-11-013,45
1376,JIGAWA,GARKI,SIYORI,UNBONO PS II,17-07-11-014,135
1377,JIGAWA,GARKI,SIYORI,DAN KAKA ISLAMIYYA,17-07-11-015,324
1378,JIGAWA,GAGARAWA,GAGARAWA GARI,GARIN /PRI. SCH  GARIN GOTO PRI. SCH.,17-08-01-001,795
1379,JIGAWA,GAGARAWA,GAGARAWA GARI,GURFELI GARI PRI. SCH.,17-08-01-002,713
1380,JIGAWA,GAGARAWA,GAGARAWA GARI,GAGARAWA GARI PRI. SCH.,17-08-01-003,925
1381,JIGAWA,GAGARAWA,GAGARAWA GARI,JAFTAR PRI. SCH.,17-08-01-004,527
1382,JIGAWA,GAGARAWA,GAGARAWA GARI,KOFAR FADA/ GAGARAWA GARI,17-08-01-005,622
1383,JIGAWA,GAGARAWA,GAGARAWA GARI,KOFAR FADA/ UNGUWAR LIMAN,17-08-01-006,385
